Name,ES,EN,PT,DE,FR,IT
627,LAPICERA,PEN,CANETA,KUGELSCHREIBER,STYLO,PENNA
628,LÁPIZ,PENCIL,LAPIS,BLEISTIFT,CRAYON,MATITA
629,LIBRO,BOOK,LIVRO,BUCH,LIVRE,LIBRO
630,MAPA,MAP,MAPA,LANDKARTE,CARTE,MAPPA
631,MARCADOR,MARKER,MARCADOR,MARKER,MARQUEUR,PENNARELLO
632,PEGAMENTO,GLUE,COLA,KLEBER,COLLE,COLLA
633,REGLA,RULER,REGUA,LINEAL,RÈGLE,RIGHELLO
634,RESALTADOR,HIGHLIGHTER,MARCA TEXTO,TEXTMARKER,SURLIGNEUR,EVIDENZIATORE
635,SACAPUNTAS,PENCIL SHARPENER,APONTADOR,SPITZER,TAILLE-CRAYON,TEMPERAMATITE
636,SOBRE,ENVELOPE,ENVELOPE,UMSCHLAG,ENVELOPPE,BUSTA
637,ABETO,FIR TREE,ABETO,TANNE,SAPIN,ABETE
638,ALGA,SEAWEED,ALGA,ALGE,ALGUE,ALGA
639,ALOE,ALOE,BABOSA,ALOE,ALOÈS,ALOE
640,ÁRBOL,TREE,ARVORE,BAUM,ARBRE,ALBERO
641,ARBUSTO,BUSH,ARBUSTO,BUSCH,BUISSON,CESPUGLIO
642,ARROZ,RICE,ARROZ,REIS,RIZ,RISO
643,BAMBÚ,BAMBOO,BAMBU,BAMBUS,BAMBOU,BAMBÙ
644,BELLOTA,ACORN,BOLOTA,EICHEL,GLAND,GHIANDA
645,BONSÁI,BONSAI,BONSAI,BONSAI,BONSAÏ,BONSAI
646,BROTE,SPROUT,BROTO,SPROSS,POUSSE,GERMOGLIO
647,CACTUS,CACTUS,CACTO,KAKTUS,CACTUS,CACTUS
648,CEDRO,CEDAR,CEDRO,ZEDER,CÈDRE,CEDRO
649,CLAVEL,CARNATION,CRAVO,NELKE,ŒILLET,GAROFANO
650,DIENTE DE LEON,DANDELION,DENTE DE LEAO,LÖWENZAHN,PISSENLIT,DENTE DI LEONE
651,ENREDADERA,VINE,TREPADEIRA,KLETTERPFLANZE,LIANE,RAMPICANTE
652,ESPIGA,WHEAT EAR,ESPIGA,ÄHRE,ÉPI,SPIGA
653,EUCALIPTO,EUCALYPTUS,EUCALIPTO,EUKALYPTUS,EUCALYPTUS,EUCALIPTO
654,FLOR,FLOWER,FLOR,BLUME,FLEUR,FIORE
655,GERANIO,GERANIUM,GERANIO,GERANIE,GÉRANIUM,GERANIO
656,GIRASOL,SUNFLOWER,GIRASSOL,SONNENBLUME,TOURNESOL,GIRASOLE
657,HELECHO,FERN,SAMAMBAIA,FARN,FOUGÈRE,FELCE
658,HOJA,LEAF,FOLHA,BLATT,FEUILLE,FOGLIA
659,HONGO,MUSHROOM,COGUMELO,PILZ,CHAMPIGNON,FUNGO
660,JAZMÍN,JASMINE,JASMIM,JASMIN,JASMIN,GELSOMINO
661,JUNCO,REED,JUNCO,BINSE,JONC,GIUNCO
662,LAVANDA,LAVENDER,LAVANDA,LAVENDEL,LAVANDE,LAVANDA
663,LOTO,LOTUS,LOTUS,LOTUS,LOTUS,LOTO
664,MAÍZ,CORN,MILHO,MAIS,MAÏS,MAIS
665,MALEZA,WEED,ERVA DANINHA,UNKRAUT,MAUVAISE HERBE,ERBACCIA
666,MANZANO,APPLE TREE,MACIEIRA,APFELBAUM,POMMIER,MELO
667,MARGARITA,DAISY,MARGARIDA,GÄNSEBLÜMCHEN,MARGUERITE,MARGHERITA
668,MUSGO,MOSS,MUSGO,MOOS,MOUSSE,MUSCHIO
669,NARANJO,ORANGE TREE,LARANJEIRA,ORANGENBAUM,ORANGER,ARANCIO
670,NENÚFAR,WATER LILY,VITORIA REGIA,SEEROSE,NÉNUPHAR,NINFEA
671,OLIVO,OLIVE TREE,OLIVEIRA,OLIVENBAUM,OLIVIER,ULIVO
672,ORQUÍDEA,ORCHID,ORQUIDEA,ORCHIDEE,ORCHIDÉE,ORCHIDEA
673,ORTIGA,NETTLE,URTIGA,BRENNNESSEL,ORTIE,ORTICA
674,PALMA,PALM,PALMA,PALME,PALME,PALMA
675,PALMERA,PALM TREE,PALMEIRA,PALME,PALMIER,PALMA
676,PAPIRO,PAPYRUS,PAPIRO,PAPYRUS,PAPYRUS,PAPIRO
677,PASTO,GRASS,GRAMA,GRAS,HERBE,ERBA
678,PIÑA,PINEAPPLE,ABACAXI,ANANAS,ANANAS,ANANAS
679,PINO,PINE,PINHEIRO,KIEFER,PIN,PINO
680,RAÍZ,ROOT,RAIZ,WURZEL,RACINE,RADICE
681,RAMA,BRANCH,GALHO,ZWEIG,BRANCHE,RAMO
682,ROBLE,OAK,CARVALHO,EICHE,CHÊNE,QUERCIA
683,ROSA,ROSE,ROSA,ROSE,ROSE,ROSA
684,SAUCE,WILLOW,SALGUEIRO,WEIDE,SAULE,SALICE
685,SECOYA,SEQUOIA,SEQUOIA,MAMMUTBAUM,SÉQUOIA,SEQUOIA
686,SEMILLA,SEED,SEMENTE,SAMEN,GRAINE,SEME
687,SETA,MUSHROOM,COGUMELO,PILZ,CHAMPIGNON,FUNGO
688,TRÉBOL,CLOVER,TREVO,KLEE,TRÈFLE,TRIFOGLIO
689,TRIGO,WHEAT,TRIGO,WEIZEN,BLÉ,GRANO
690,TRONCO,TRUNK,TRONCO,STAMM,TRONC,TRONCO
691,TULIPÁN,TULIP,TULIPA,TULPE,TULIPE,TULIPANO
692,VID,GRAPEVINE,VIDEIRA,WEINREBE,VIGNE,VITE
693,ANCLA,ANCHOR,ANCORA,ANKER,ANCRE,ANCORA
694,BALANZA,SCALES,BALANCA,WAAGE,BALANCE,BILANCIA
695,BATUTA,BATON,BATUTA,TAKTSTOCK,BAGUETTE,BACCHETTA
696,BOTIQUÍN,FIRST AID KIT,KIT DE PRIMEIROS SOCORROS,ERSTE-HILFE-KASTEN,TROUSSE DE SECOURS,KIT DI PRONTO SOCCORSO
697,BRÚJULA,COMPASS,BUSSOLA,KOMPASS,BOUSSOLE,BUSSOLA
698,CÁMARA FOTOGRÁFICA,PHOTO CAMERA,CAMERA FOTOGRAFICA,FOTOKAMERA,APPAREIL PHOTO,MACCHINA FOTOGRAFICA
699,CAÑA DE PESCAR,FISHING ROD,VARA DE PESCAR,ANGELRUTE,CANNE À PÊCHE,CANNA DA PESCA
700,CASCO DE ASTRONAUTA,ASTRONAUT HELMET,CAPACETE DE ASTRONAUTA,ASTRONAUTENHELM,CASQUE D'ASTRONAUTE,CASCO DA ASTRONAUTA
701,CASCO DE CONSTRUCCION,HARD HAT,CAPACETE DE OBRA,BAUHELM,CASQUE DE CHANTIER,CASCO DA CANTIERE
702,CASCO DE MINERO,MINER HELMET,CAPACETE DE MINEIRO,BERGMANNSHELM,CASQUE DE MINEUR,CASCO DA MINATORE
703,CLAQUETA,CLAPPERBOARD,CLAQUETE,FILMKLAPPE,CLAP DE CINÉMA,CIAK
704,ESTETOSCOPIO,STETHOSCOPE,ESTETOSCOPIO,STETHOSKOP,STÉTHOSCOPE,STETOSCOPIO
705,EXTINTOR,FIRE EXTINGUISHER,EXTINTOR,FEUERLÖSCHER,EXTINCTEUR,ESTINTORE
706,JERINGA,SYRINGE,SERINGA,SPRITZE,SERINGUE,SIRINGA
707,LUPA,MAGNIFYING GLASS,LUPA,LUPE,LOUPE,LENTE D'INGRANDIMENTO
708,MALETÍN MÉDICO,DOCTOR BAG,MALETA MEDICA,ARZTKOFFER,TROUSSE MÉDICALE,BORSA MEDICA
709,MARTILLO DE JUEZ,GAVEL,MARTELO DE JUIZ,RICHTERHAMMER,MARTEAU DE JUGE,MARTELLETTO
710,MARTILLO NEUMÁTICO,JACKHAMMER,MARTELETE,PRESSLUFTHAMMER,MARTEAU-PIQUEUR,MARTELLO PNEUMATICO
711,MICRÓFONO,MICROPHONE,MICROFONE,MIKROFON,MICROPHONE,MICROFONO
712,MICROSCOPIO,MICROSCOPE,MICROSCOPIO,MIKROSKOP,MICROSCOPE,MICROSCOPIO
713,PALETA DE PINTOR,PAINT PALETTE,PALETA DE PINTOR,MALPALETTE,PALETTE DE PEINTRE,TAVOLOZZA
714,RED DE PESCA,FISHING NET,REDE DE PESCA,FISCHERNETZ,FILET DE PÊCHE,RETE DA PESCA
715,SILBATO,WHISTLE,APITO,PFEIFE,SIFFLET,FISCHIETTO
716,SOMBRERO DE CHEF,CHEF HAT,CHAPEU DE CHEF,KOCHMÜTZE,TOQUE DE CHEF,CAPPELLO DA CUOCO
717,TELESCOPIO,TELESCOPE,TELESCOPIO,TELESKOP,TÉLESCOPE,TELESCOPIO
718,TIJERA DE PELUQUERO,BARBER SCISSORS,TESOURA DE CABELEIREIRO,FRISEURSCHERE,CISEAUX DE COIFFEUR,FORBICI DA PARRUCCHIERE
719,TIMON,SHIP WHEEL,TIMAO,STEUERRAD,BARRE À ROUE,TIMONE
720,TRAJE ESPACIAL,SPACESUIT,TRAJE ESPACIAL,RAUMANZUG,COMBINAISON SPATIALE,TUTA SPAZIALE
721,TRÍPODE,TRIPOD,TRIPE,STATIV,TRÉPIED,TREPPIEDE
722,ABRIGO,COAT,CASACO,MANTEL,MANTEAU,CAPPOTTO
723,ANILLO,RING,ANEL,RING,BAGUE,ANELLO
724,ANTIFAZ,EYE MASK,MASCARA DE OLHOS,AUGENMASKE,LOUP,MASCHERINA
725,ARETE,EARRING,BRINCO,OHRRING,BOUCLE D'OREILLE,ORECCHINO
726,BOINA,BERET,BOINA,BARETT,BÉRET,BASCO
727,BOTA,BOOT,BOTA,STIEFEL,BOTTE,STIVALE
728,BOTAS DE LLUVIA,RAIN BOOTS,GALOCHA,GUMMISTIEFEL,BOTTES DE PLUIE,STIVALI DA PIOGGIA
729,BUFANDA,SCARF,CACHECOL,SCHAL,ÉCHARPE,SCIARPA
730,CALCETINES,SOCKS,MEIAS,SOCKEN,CHAUSSETTES,CALZINI
731,CAMISA,SHIRT,CAMISA,HEMD,CHEMISE,CAMICIA
732,CAMPERA,JACKET,JAQUETA,JACKE,VESTE,GIACCA
733,CAPA,CAPE,CAPA,UMHANG,CAPE,MANTELLO
734,CASCO,HELMET,CAPACETE,HELM,CASQUE,CASCO
735,CHALECO,VEST,COLETE,WESTE,GILET,GILET
736,CINTURÓN,BELT,CINTO,GÜRTEL,CEINTURE,CINTURA
737,COLLAR,NECKLACE,COLAR,HALSKETTE,COLLIER,COLLANA
738,CORBATA,TIE,GRAVATA,KRAWATTE,CRAVATE,CRAVATTA
739,CORONA,CROWN,COROA,KRONE,COURONNE,CORONA
740,DELANTAL,APRON,AVENTAL,SCHÜRZE,TABLIER,GREMBIULE
741,FALDA,SKIRT,SAIA,ROCK,JUPE,GONNA
742,GAFAS DE SOL,SUNGLASSES,OCULOS DE SOL,SONNENBRILLE,LUNETTES DE SOLEIL,OCCHIALI DA SOLE
743,GORRA,CAP,BONE,MÜTZE,CASQUETTE,BERRETTO
744,GORRO DE BAÑO,SHOWER CAP,TOUCA DE BANHO,BADEKAPPE,BONNET DE BAIN,CUFFIA
745,GORRO DE LANA,BEANIE,GORRO DE LA,WOLLMÜTZE,BONNET,BERRETTO DI LANA
746,GUANTE,GLOVE,LUVA,HANDSCHUH,GANT,GUANTO
747,IMPERMEABLE,RAINCOAT,CAPA DE CHUVA,REGENMANTEL,IMPERMÉABLE,IMPERMEABILE
748,MÁSCARA,MASK,MASCARA,MASKE,MASQUE,MASCHERA
749,MEDIAS,STOCKINGS,MEIAS FINAS,STRUMPFHOSE,COLLANTS,CALZE
750,PANTALÓN,PANTS,CALCA,HOSE,PANTALON,PANTALONI
751,PAÑUELO,HANDKERCHIEF,LENCO,TASCHENTUCH,MOUCHOIR,FAZZOLETTO
752,PIJAMA,PAJAMAS,PIJAMA,SCHLAFANZUG,PYJAMA,PIGIAMA
753,PONCHO,PONCHO,PONCHO,PONCHO,PONCHO,PONCHO
754,PULSERA,BRACELET,PULSEIRA,ARMBAND,BRACELET,BRACCIALE
755,RELOJ DE PULSERA,WRISTWATCH,RELOGIO DE PULSO,ARMBANDUHR,MONTRE,OROLOGIO DA POLSO
756,SANDALIA,SANDAL,SANDALIA,SANDALE,SANDALE,SANDALO
757,SHORT,SHORTS,SHORTS,SHORTS,SHORT,PANTALONCINI
758,SOMBRERO,HAT,CHAPEU,HUT,CHAPEAU,CAPPELLO
759,TIRANTES,SUSPENDERS,SUSPENSORIOS,HOSENTRÄGER,BRETELLES,BRETELLE
760,TRAJE,SUIT,TERNO,ANZUG,COSTUME,COMPLETO
761,TRAJE DE BAÑO,SWIMSUIT,MAIO,BADEANZUG,MAILLOT DE BAIN,COSTUME DA BAGNO
762,UNIFORME,UNIFORM,UNIFORME,UNIFORM,UNIFORME,UNIFORME
763,VESTIDO,DRESS,VESTIDO,KLEID,ROBE,VESTITO
764,ZAPATILLA,SNEAKER,TENIS,TURNSCHUH,BASKET,SCARPA DA GINNASTICA
765,ZAPATO,SHOE,SAPATO,SCHUH,CHAUSSURE,SCARPA
766,ANTENA,ANTENNA,ANTENA,ANTENNE,ANTENNE,ANTENNA
767,AURICULARES,HEADPHONES,FONES DE OUVIDO,KOPFHÖRER,ÉCOUTEURS,CUFFIE
768,CABLE,CABLE,CABO,KABEL,CÂBLE,CAVO
769,CAJERO AUTOMÁTICO,ATM,CAIXA ELETRONICO,GELDAUTOMAT,DISTRIBUTEUR,BANCOMAT
770,CÁMARA,CAMERA,CAMERA,KAMERA,CAMÉRA,TELECAMERA
771,CÁMARA DE SEGURIDAD,SECURITY CAMERA,CAMERA DE SEGURANCA,ÜBERWACHUNGSKAMERA,CAMÉRA DE SURVEILLANCE,TELECAMERA DI SICUREZZA
772,CARGADOR,CHARGER,CARREGADOR,LADEGERÄT,CHARGEUR,CARICABATTERIE
773,CASETE,CASSETTE,FITA CASSETE,KASSETTE,CASSETTE,CASSETTA
774,CELULAR,CELL PHONE,CELULAR,HANDY,PORTABLE,CELLULARE
775,COMPUTADORA,COMPUTER,COMPUTADOR,COMPUTER,ORDINATEUR,COMPUTER
776,CONSOLA,CONSOLE,CONSOLE,KONSOLE,CONSOLE,CONSOLE
777,CONTROL REMOTO,REMOTE CONTROL,CONTROLE REMOTO,FERNBEDIENUNG,TÉLÉCOMMANDE,TELECOMANDO
778,DISCO COMPACTO,COMPACT DISC,CD,CD,CD,CD
779,DISCO DURO,HARD DRIVE,DISCO RIGIDO,FESTPLATTE,DISQUE DUR,DISCO RIGIDO
780,DRON,DRONE,DRONE,DROHNE,DRONE,DRONE
781,ENCHUFE,PLUG,TOMADA,STECKER,PRISE,SPINA
782,GPS,GPS,GPS,GPS,GPS,GPS
783,IMPRESORA,PRINTER,IMPRESSORA,DRUCKER,IMPRIMANTE,STAMPANTE
784,JOYSTICK,JOYSTICK,JOYSTICK,JOYSTICK,JOYSTICK,JOYSTICK
785,LAPTOP,LAPTOP,NOTEBOOK,LAPTOP,ORDINATEUR PORTABLE,LAPTOP
786,LINTERNA,FLASHLIGHT,LANTERNA,TASCHENLAMPE,LAMPE DE POCHE,TORCIA
787,MEMORIA USB,USB DRIVE,PEN DRIVE,USB-STICK,CLÉ USB,CHIAVETTA USB
788,MÓDEM,MODEM,MODEM,MODEM,MODEM,MODEM
789,MOUSE,MOUSE,MOUSE,MAUS,SOURIS,MOUSE
790,PANTALLA,SCREEN,TELA,BILDSCHIRM,ÉCRAN,SCHERMO
791,PARLANTE,SPEAKER,CAIXA DE SOM,LAUTSPRECHER,HAUT-PARLEUR,ALTOPARLANTE
792,PILA,BATTERY,PILHA,BATTERIE,PILE,PILA
793,PROYECTOR,PROJECTOR,PROJETOR,BEAMER,PROJECTEUR,PROIETTORE
794,RADIO,RADIO,RADIO,RADIO,RADIO,RADIO
795,ROBOT,ROBOT,ROBO,ROBOTER,ROBOT,ROBOT
796,ROUTER,ROUTER,ROTEADOR,ROUTER,ROUTEUR,ROUTER
797,SATÉLITE,SATELLITE,SATELITE,SATELLIT,SATELLITE,SATELLITE
798,SEMÁFORO,TRAFFIC LIGHT,SEMAFORO,AMPEL,FEU DE CIRCULATION,SEMAFORO
799,TABLET,TABLET,TABLET,TABLET,TABLETTE,TABLET
800,TECLADO,KEYBOARD,TECLADO,TASTATUR,CLAVIER,TASTIERA
801,TELÉFONO,TELEPHONE,TELEFONE,TELEFON,TÉLÉPHONE,TELEFONO
802,TELEVISOR,TELEVISION,TELEVISAO,FERNSEHER,TÉLÉVISION,TELEVISORE
803,TOCADISCOS,RECORD PLAYER,TOCA DISCOS,PLATTENSPIELER,TOURNE-DISQUE,GIRADISCHI
804,VINILO,VINYL RECORD,DISCO DE VINIL,SCHALLPLATTE,DISQUE VINYLE,DISCO IN VINILE
805,WALKIE TALKIE,WALKIE TALKIE,WALKIE TALKIE,WALKIE-TALKIE,TALKIE-WALKIE,WALKIE TALKIE
806,AMBULANCIA,AMBULANCE,AMBULANCIA,KRANKENWAGEN,AMBULANCE,AMBULANZA
807,APLANADORA,STEAMROLLER,ROLO COMPRESSOR,DAMPFWALZE,ROULEAU COMPRESSEUR,RULLO COMPRESSORE
808,AUTO,CAR,CARRO,AUTO,VOITURE,AUTO
809,AUTOBÚS,BUS,ONIBUS,BUS,BUS,AUTOBUS
810,AVIÓN,AIRPLANE,AVIAO,FLUGZEUG,AVION,AEREO
811,BARCO,SHIP,NAVIO,SCHIFF,BATEAU,NAVE
812,BICICLETA,BICYCLE,BICICLETA,FAHRRAD,VÉLO,BICICLETTA
813,CAMIÓN,TRUCK,CAMINHAO,LASTWAGEN,CAMION,CAMION
814,CAMIÓN DE BOMBEROS,FIRE TRUCK,CAMINHAO DE BOMBEIROS,FEUERWEHRAUTO,CAMION DE POMPIERS,CAMION DEI POMPIERI
815,CANOA,CANOE,CANOA,KANU,CANOË,CANOA
816,CARRETA,WAGON,CARROCA,KARREN,CHARRETTE,CARRETTO
817,CARRETILLA,WHEELBARROW,CARRINHO DE MAO,SCHUBKARRE,BROUETTE,CARRIOLA
818,CARRO DE GOLF,GOLF CART,CARRINHO DE GOLFE,GOLFWAGEN,VOITURETTE DE GOLF,GOLF CART
819,CARROZA,FLOAT,CARRO ALEGORICO,FESTWAGEN,CHAR,CARRO
820,CARRUAJE,CARRIAGE,CARRUAGEM,KUTSCHE,CARROSSE,CARROZZA
821,COHETE,ROCKET,FOGUETE,RAKETE,FUSÉE,RAZZO
822,CUATRICICLO,QUAD BIKE,QUADRICICLO,QUAD,QUAD,QUAD
823,EXCAVADORA,EXCAVATOR,ESCAVADEIRA,BAGGER,PELLETEUSE,ESCAVATORE
824,FERRY,FERRY,BALSA,FÄHRE,FERRY,TRAGHETTO
825,GLOBO AEROSTÁTICO,HOT AIR BALLOON,BALAO DE AR QUENTE,HEISSLUFTBALLON,MONTGOLFIÈRE,MONGOLFIERA
826,GRÚA,CRANE,GUINDASTE,KRAN,GRUE,GRU
827,HELICÓPTERO,HELICOPTER,HELICOPTERO,HUBSCHRAUBER,HÉLICOPTÈRE,ELICOTTERO
828,HIDROAVION,SEAPLANE,HIDROAVIAO,WASSERFLUGZEUG,HYDRAVION,IDROVOLANTE
829,JETSKI,JET SKI,JET SKI,JETSKI,JET-SKI,MOTO D'ACQUA
830,KAYAK,KAYAK,CAIAQUE,KAJAK,KAYAK,KAYAK
831,LANCHA,MOTORBOAT,LANCHA,MOTORBOOT,CANOT,MOTOSCAFO
832,MONOPATÍN,SCOOTER,PATINETE,ROLLER,TROTTINETTE,MONOPATTINO
833,MONORRIEL,MONORAIL,MONOTRILHO,EINSCHIENENBAHN,MONORAIL,MONOROTAIA
834,MONTACARGAS,FORKLIFT,EMPILHADEIRA,GABELSTAPLER,CHARIOT ÉLÉVATEUR,MULETTO
835,MOTO,MOTORCYCLE,MOTO,MOTORRAD,MOTO,MOTO
836,MOTONIEVE,SNOWMOBILE,MOTO DE NEVE,SCHNEEMOBIL,MOTONEIGE,MOTOSLITTA
837,PATINETA,SKATEBOARD,SKATE,SKATEBOARD,SKATEBOARD,SKATEBOARD
838,PATRULLA,POLICE CAR,VIATURA,STREIFENWAGEN,VOITURE DE POLICE,AUTO DELLA POLIZIA
839,SUBMARINO,SUBMARINE,SUBMARINO,U-BOOT,SOUS-MARIN,SOTTOMARINO
840,TAXI,TAXI,TAXI,TAXI,TAXI,TAXI
841,TELEFÉRICO,CABLE CAR,TELEFERICO,SEILBAHN,TÉLÉPHÉRIQUE,FUNIVIA
842,TRACTOR,TRACTOR,TRATOR,TRAKTOR,TRACTEUR,TRATTORE
843,TRANSATLÁNTICO,OCEAN LINER,TRANSATLANTICO,OZEANDAMPFER,PAQUEBOT,TRANSATLANTICO
844,TRANVÍA,TRAM,BONDE,STRASSENBAHN,TRAMWAY,TRAM
845,TREN,TRAIN,TREM,ZUG,TRAIN,TRENO
846,TRICICLO,TRICYCLE,TRICICLO,DREIRAD,TRICYCLE,TRICICLO
847,TRINEO,SLED,TRENO,SCHLITTEN,LUGE,SLITTA
848,VELERO,SAILBOAT,VELEIRO,SEGELBOOT,VOILIER,BARCA A VELA
849,YATE,YACHT,IATE,YACHT,YACHT,YACHT
850,ZEPPELIN,ZEPPELIN,ZEPELIM,ZEPPELIN,ZEPPELIN,ZEPPELIN
